HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,%of_Population_Below_100%_Poverty,Longitude,Latitude
Eastern Upper Peninsula,7265266547,Geographic HPSA,Mental Health,18,MI,Designated,10/23/2008,,,Geographic Population,18,,
Gogebic County,7265703073,Geographic HPSA,Mental Health,13,MI,Proposed For Withdrawal,01/05/1981,,,Geographic Population,20.2,,
Grand Traverse,726055,Geographic HPSA,Mental Health,0,MI,Withdrawn,07/22/1982,10/02/1995,,Geographic Population,8.5,,
Huron County,726063,Geographic HPSA,Mental Health,16,MI,Withdrawn,06/12/1989,07/02/2018,,Geographic Population,10,,
Ionia County,726067,Geographic HPSA,Mental Health,14,MI,Withdrawn,01/15/2002,06/26/2017,,Geographic Population,8.6,,
Iron Mountain,7262643760,Geographic HPSA,Mental Health,11,MI,Designated,01/05/1981,,,Geographic Population,13.7,,
Lake/Mason/Oceana,7269992630,Geographic HPSA,Mental Health,0,MI,Withdrawn,07/27/1994,11/03/2011,,Geographic Population,,,
Leelanau,726089,Geographic HPSA,Mental Health,0,MI,Withdrawn,07/22/1982,09/13/2002,,Geographic Population,9,,
MacKinac,726097,Geographic HPSA,Mental Health,0,MI,Withdrawn,06/12/1989,10/23/2008,,Geographic Population,10.5,,
Manistee,7269992627,Geographic HPSA,Mental Health,18,MI,Withdrawn,06/12/1989,07/02/2018,,Geographic Population,9.4,,
Menominee County,7269747848,Geographic HPSA,Mental Health,17,MI,Designated,02/10/1982,,,Geographic Population,15,,
Mental Health-Tuscola County,7269212198,Geographic HPSA,Mental Health,16,MI,Designated,06/12/1989,,,Geographic Population,15.3,,
Midland/Gladwin,7269992623,Geographic HPSA,Mental Health,0,MI,Withdrawn,06/12/1989,05/15/2012,,Geographic Population,,,
Montcalm County,7265380827,Geographic HPSA,Mental Health,16,MI,Designated,06/12/1989,,,Geographic Population,18.8,,
Montmorency County,7269150847,Geographic HPSA,Mental Health,15,MI,Designated,03/28/2007,,,Geographic Population,15.8,,
Mt. Pleasant,7269992605,Geographic HPSA,Mental Health,0,MI,Withdrawn,10/10/1978,05/15/2012,,Geographic Population,,,
N. Woodward/Hamtramck,7269992608,Geographic HPSA,Mental Health,0,MI,Withdrawn,05/16/1980,09/30/1986,,Geographic Population,0,,
Newaygo County,7267810894,Geographic HPSA,Mental Health,16,MI,Designated,06/18/1982,,,Geographic Population,19.4,,
North Central,7264552697,Geographic HPSA,Mental Health,15,MI,Designated,06/12/1989,,,Geographic Population,18.6,,
North Country Catchment Area,7266473337,Geographic HPSA,Mental Health,12,MI,Designated,06/12/1989,,,Geographic Population,14.1,,
North Leelanau Catchment Area,7269992638,Geographic HPSA,Mental Health,0,MI,Withdrawn,09/13/2002,11/03/2011,,Geographic Population,,,
North Park (Catchment Area 49),7269992607,Geographic HPSA,Mental Health,0,MI,Withdrawn,05/16/1980,09/30/1986,,Geographic Population,0,,
Northeast Catchment Area,7269992636,Geographic HPSA,Mental Health,0,MI,Withdrawn,09/10/2001,02/28/2007,,Geographic Population,13.4,,
Ontonagon County,7269624107,Geographic HPSA,Mental Health,13,MI,Designated,01/05/1981,,,Geographic Population,16.2,,
Ottawa,726139,Geographic HPSA,Mental Health,0,MI,Withdrawn,06/12/1989,11/03/2011,,Geographic Population,,,
Presque Isle County,7263813191,Geographic HPSA,Mental Health,15,MI,Designated,02/28/2007,,,Geographic Population,13.7,,
Romulus Service Area,7262909672,Geographic HPSA,Mental Health,12,MI,Designated,05/27/2014,,,Geographic Population,19.7,,
Saline Service Area,7268033530,Geographic HPSA,Mental Health,11,MI,Designated,07/18/2016,,,Geographic Population,3.3,,
Sanilac County,726151,Geographic HPSA,Mental Health,13,MI,Withdrawn,06/12/1989,07/02/2018,,Geographic Population,10,,
South Haven S.A,72699926BB,Geographic HPSA,Mental Health,16,MI,Withdrawn,11/10/2010,06/26/2017,,Geographic Population,,,
Southwest Detroit,7269992619,Geographic HPSA,Mental Health,0,MI,Withdrawn,05/25/1988,05/06/1996,,Geographic Population,0,,
Southwest Detroit (Catchment Area 43),7269992609,Geographic HPSA,Mental Health,0,MI,Withdrawn,05/16/1980,09/30/1986,,Geographic Population,0,,
St. Clair,726147,Geographic HPSA,Mental Health,0,MI,Withdrawn,01/29/2001,11/03/2011,,Geographic Population,,,
St. Joseph County,7266220402,Geographic HPSA,Mental Health,16,MI,Designated,06/12/1989,,,Geographic Population,17.8,,
Titus Greenwood Health Center,7269992610,Geographic HPSA,Mental Health,0,MI,Withdrawn,05/16/1980,09/30/1986,,Geographic Population,0,,
West Central (Catchment Area 52),7269992612,Geographic HPSA,Mental Health,0,MI,Withdrawn,05/16/1980,09/30/1986,,Geographic Population,0,,
Austin-Owatonna,7279992714,Geographic HPSA,Mental Health,0,MN,Withdrawn,03/23/2001,05/21/2007,,Geographic Population,9.5,,
Central Region,7277746155,Geographic HPSA,Mental Health,9,MN,Designated,04/26/2003,,,Geographic Population,11.7,,
Chisago,727025,Geographic HPSA,Mental Health,0,MN,Withdrawn,04/25/2005,08/30/2010,,Geographic Population,,,
Isanti/Mille Lacs,7279992745,Geographic HPSA,Mental Health,0,MN,Withdrawn,04/25/2005,08/30/2010,,Geographic Population,,,
Kanabec,727065,Geographic HPSA,Mental Health,0,MN,Withdrawn,04/21/2005,08/30/2010,,Geographic Population,,,
Mental Health Region 4,7279740631,Geographic HPSA,Mental Health,16,MN,Withdrawn,05/31/2007,07/02/2018,,Geographic Population,11.7,,
Mental Health Service Area Region 1,7276887497,Geographic HPSA,Mental Health,17,MN,Designated,01/26/2007,,,Geographic Population,12,,
Mental Health Service Area Region 2,7279007817,Geographic HPSA,Mental Health,19,MN,Designated,03/20/2007,,,Geographic Population,17.2,,
Mental Health Service Area Region 3-Arrowhead,7271654092,Geographic HPSA,Mental Health,12,MN,Designated,04/24/2017,,,Geographic Population,15.5,,
Pine,727115,Geographic HPSA,Mental Health,0,MN,Withdrawn,06/18/1999,08/30/2010,,Geographic Population,,,
Region 3,7279992704,Geographic HPSA,Mental Health,15,MN,Withdrawn,06/02/1993,06/26/2017,,Geographic Population,11.2,,
Region 5 Mental Health Service Area,7274113689,Geographic HPSA,Mental Health,16,MN,Designated,10/22/2002,,,Geographic Population,13.8,,
Region 7E,7276513050,Geographic HPSA,Mental Health,15,MN,Designated,08/29/2010,,,Geographic Population,9.9,,
South Central Region,7271395561,Geographic HPSA,Mental Health,16,MN,Designated,05/31/2007,,,Geographic Population,12.4,,
Southwest Central Region,7277935658,Geographic HPSA,Mental Health,17,MN,Designated,04/02/2001,,,Geographic Population,10.1,,
Cape Girardeau,729999298Q,Geographic HPSA,Mental Health,17,MO,Withdrawn,12/09/2011,07/02/2018,,Geographic Population,,,
Cole Catchment Area,7299992963,Geographic HPSA,Mental Health,15,MO,Withdrawn,09/29/2006,07/02/2018,,Geographic Population,11.3,,
Lafayette Catchment Area,7299992958,Geographic HPSA,Mental Health,14,MO,Withdrawn,12/29/2012,06/27/2013,,Geographic Population,,,
Mental Health Service Area 06/Tri County Catchment,7299992978,Geographic HPSA,Mental Health,16,MO,Withdrawn,07/07/2008,07/02/2018,,Geographic Population,5.4,,
Mental Health Service Area 14/Hannibal,7299992974,Geographic HPSA,Mental Health,17,MO,Withdrawn,08/16/2007,07/02/2018,,Geographic Population,17.3,,
Mental Health Service Area 15/Mexico,7299992977,Geographic HPSA,Mental Health,15,MO,Withdrawn,02/14/2008,07/02/2018,,Geographic Population,11.5,,
Poplar Bluff-Mental Health Catchment Area 19,7299992910,Geographic HPSA,Mental Health,18,MO,Withdrawn,05/28/1985,07/02/2018,,Geographic Population,22.6,,
St. Charles Catchment Area/Mental Health Service a,7299992962,Geographic HPSA,Mental Health,0,MO,Withdrawn,01/13/2006,06/29/2012,,Geographic Population,,,
St. Joseph Catchment Area,729999298T,Geographic HPSA,Mental Health,15,MO,Withdrawn,03/23/2012,07/02/2018,,Geographic Population,,,
West Plains Catchment Area,729999298R,Geographic HPSA,Mental Health,19,MO,Withdrawn,12/09/2011,07/02/2018,,Geographic Population,,,
Commonwealth of the Northern Mariana Islands,7691205494,Geographic HPSA,Mental Health,18,MP,Designated,06/30/1998,,,Geographic Population,52.3,,
Catchment Area 13,7282718144,Geographic HPSA,Mental Health,17,MS,Designated,02/27/1980,,,Geographic Population,20.2,,
Copiah,728029,Geographic HPSA,Mental Health,0,MS,Withdrawn,11/05/1993,09/20/1999,,Geographic Population,32,,
Madison,728089,Geographic HPSA,Mental Health,0,MS,Withdrawn,11/05/1993,09/20/1999,,Geographic Population,24.3,,
Mental Health Catchment Area #2,7282654862,Geographic HPSA,Mental Health,15,MS,Designated,12/20/2018,,,Geographic Population,21.5,,
Mental Health Catchment Area 14,7289408823,Geographic HPSA,Mental Health,16,MS,Designated,04/14/2005,,,Geographic Population,15.9,,
Mental Health Catchment Area 2,7282860837,Geographic HPSA,Mental Health,13,MS,Proposed For Withdrawal,11/08/2013,,,Geographic Population,16.3,,
Mental Health Catchment Area 3,7282713536,Geographic HPSA,Mental Health,15,MS,Designated,02/27/1980,,,Geographic Population,20,,
Simpson,728127,Geographic HPSA,Mental Health,0,MS,Withdrawn,11/05/1993,09/20/1999,,Geographic Population,22.7,,
Golden Valley County,730037,Geographic HPSA,Mental Health,12,MT,Withdrawn,05/18/1994,07/02/2018,,Geographic Population,25,,
Granite County,7303620469,Geographic HPSA,Mental Health,12,MT,Designated,05/18/1994,,,Geographic Population,12.8,,
Jefferson County,7303216673,Geographic HPSA,Mental Health,15,MT,Designated,09/19/2000,,,Geographic Population,9,,
Park County,730067,Geographic HPSA,Mental Health,14,MT,Withdrawn,03/24/2000,07/02/2018,,Geographic Population,12.7,,
Powell County,730077,Geographic HPSA,Mental Health,10,MT,Withdrawn,05/18/1994,06/27/2013,,Geographic Population,,,
Sanders County,7308465036,Geographic HPSA,Mental Health,19,MT,Designated,08/19/2013,,,Geographic Population,22.9,,
Silver Bow/Deer Lodge,7309993006,Geographic HPSA,Mental Health,15,MT,Withdrawn,03/24/2000,06/27/2013,,Geographic Population,,,
Stillwater County,7304705668,Geographic HPSA,Mental Health,16,MT,Designated,05/18/1994,,,Geographic Population,7.2,,
Sweet Grass County,7303047743,Geographic HPSA,Mental Health,12,MT,Designated,08/15/2013,,,Geographic Population,13.2,,
Sweet Grass County,730097,Geographic HPSA,Mental Health,12,MT,Withdrawn,05/18/1994,06/27/2013,,Geographic Population,,,
Albemarle,7379993707,Geographic HPSA,Mental Health,0,NC,Withdrawn,04/10/1981,11/03/2011,,Geographic Population,,,
Alleghany County,7378708376,Geographic HPSA,Mental Health,18,NC,Designated,07/22/2011,,,Geographic Population,21.1,,
Ashe,737009,Geographic HPSA,Mental Health,13,NC,Withdrawn,07/31/1981,06/27/2013,,Geographic Population,,,
Brunswick County,737019,Geographic HPSA,Mental Health,16,NC,Withdrawn,06/25/1986,07/02/2018,,Geographic Population,12.6,,
Burke County,737023,Geographic HPSA,Mental Health,12,NC,Withdrawn,09/27/2013,07/02/2018,,Geographic Population,,,
Caldwell,737027,Geographic HPSA,Mental Health,0,NC,Withdrawn,09/01/1999,11/03/2011,,Geographic Population,,,
Camden County,7371581224,Geographic HPSA,Mental Health,10,NC,Designated,07/18/2018,,,Geographic Population,10.3,,
Chowan County,7374128072,Geographic HPSA,Mental Health,17,NC,Designated,05/05/2014,,,Geographic Population,27.4,,
Currituck County,7373700897,Geographic HPSA,Mental Health,15,NC,Designated,11/24/2017,,,Geographic Population,10.3,,
Duplin and Sampson Counties,7373041726,Geographic HPSA,Mental Health,18,NC,Designated,04/10/1981,,,Geographic Population,25.7,,
Edgecombe/Nash,7375513202,Geographic HPSA,Mental Health,14,NC,Designated,01/11/2008,,,Geographic Population,20.5,,
Graham County,7374510338,Geographic HPSA,Mental Health,15,NC,Designated,11/24/2017,,,Geographic Population,21.4,,
GVFW,7379993701,Geographic HPSA,Mental Health,0,NC,Withdrawn,08/18/1980,10/02/1995,,Geographic Population,17.6,,
Halifax Mental Health Catchment Area,7379993702,Geographic HPSA,Mental Health,0,NC,Withdrawn,04/07/1978,11/03/2011,,Geographic Population,,,
Jackson County,7378033472,Geographic HPSA,Mental Health,15,NC,Designated,07/21/2011,,,Geographic Population,22.3,,
Lee-Harnett,7379993703,Geographic HPSA,Mental Health,0,NC,Withdrawn,08/18/1980,10/02/1995,,Geographic Population,16.4,,
Lenoir Catchment Area,7379993710,Geographic HPSA,Mental Health,0,NC,Withdrawn,04/10/1981,06/25/1986,,Geographic Population,30,,
Madison,737115,Geographic HPSA,Mental Health,0,NC,Withdrawn,02/02/2005,11/03/2011,,Geographic Population,,,
McDowell County,7376740086,Geographic HPSA,Mental Health,15,NC,Designated,05/06/2014,,,Geographic Population,20.1,,
Montgomery County,7373236983,Geographic HPSA,Mental Health,19,NC,Designated,11/24/2017,,,Geographic Population,26.2,,
Neuse,7379993711,Geographic HPSA,Mental Health,0,NC,Withdrawn,04/10/1981,10/02/1995,,Geographic Population,13.7,,
New River,7379993706,Geographic HPSA,Mental Health,0,NC,Withdrawn,07/31/1981,10/02/1995,,Geographic Population,16.7,,
Onslow Catchment Area,7379993712,Geographic HPSA,Mental Health,0,NC,Withdrawn,04/10/1981,06/25/1986,,Geographic Population,22,,
Onslow County,7371437741,Geographic HPSA,Mental Health,11,NC,Designated,11/06/2012,,,Geographic Population,14.6,,
Pender,737141,Geographic HPSA,Mental Health,0,NC,Withdrawn,05/23/2001,06/29/2012,,Geographic Population,,,
Perquimans County,7379436265,Geographic HPSA,Mental Health,16,NC,Designated,11/24/2017,,,Geographic Population,18.8,,
Person,737145,Geographic HPSA,Mental Health,0,NC,Withdrawn,11/06/1989,12/31/1996,,Geographic Population,13,,
Piedmont Catchment Area,7379993717,Geographic HPSA,Mental Health,0,NC,Withdrawn,06/06/1985,06/25/1986,,Geographic Population,0,,
Richmond County,7376125977,Geographic HPSA,Mental Health,17,NC,Designated,01/11/2011,,,Geographic Population,23.8,,
Rutherford-Polk,7379993720,Geographic HPSA,Mental Health,0,NC,Withdrawn,06/25/1986,10/02/1995,,Geographic Population,11.8,,
Sandhills Catchment Area,7379993715,Geographic HPSA,Mental Health,0,NC,Withdrawn,08/19/1983,06/25/1986,,Geographic Population,0,,
Smokey Mountain Mental Health Catchment Area,7379993716,Geographic HPSA,Mental Health,0,NC,Withdrawn,04/11/1984,07/21/2011,,Geographic Population,,,
Southeast Regional Mental Health Catchment Area,7376358711,Geographic HPSA,Mental Health,18,NC,Designated,06/25/1986,,,Geographic Population,29.6,,
Stanly,737167,Geographic HPSA,Mental Health,0,NC,Withdrawn,01/09/1987,12/31/1996,,Geographic Population,11,,
Surry County,7374284133,Geographic HPSA,Mental Health,13,NC,Designated,05/11/2010,,,Geographic Population,19.8,,
Surry-Yadkin,7379993705,Geographic HPSA,Mental Health,0,NC,Withdrawn,05/08/1978,05/11/2010,,Geographic Population,,,
Tideland,7379993714,Geographic HPSA,Mental Health,0,NC,Withdrawn,04/10/1981,11/03/2011,,Geographic Population,,,
Warren County,7375672527,Geographic HPSA,Mental Health,17,NC,Designated,12/15/2015,,,Geographic Population,24.7,,
Washington County,7378731264,Geographic HPSA,Mental Health,15,NC,Designated,11/24/2017,,,Geographic Population,24.1,,
Wilkes County,7371993373,Geographic HPSA,Mental Health,17,NC,Designated,11/23/2015,,,Geographic Population,24.3,,
Wilmington,7379993719,Geographic HPSA,Mental Health,0,NC,Withdrawn,06/25/1986,10/02/1995,,Geographic Population,15.4,,
Bottineau County,7381876094,Geographic HPSA,Mental Health,12,ND,Designated,01/12/1981,,,Geographic Population,10.3,,
Burke County,7381393858,Geographic HPSA,Mental Health,10,ND,Designated,01/12/1981,,,Geographic Population,13.6,,
Devils Lake Catchment Area,7389993801,Geographic HPSA,Mental Health,19,ND,Withdrawn,12/17/1980,07/02/2018,,Geographic Population,20.4,,
Dickinson Catchment Area,7389993811,Geographic HPSA,Mental Health,15,ND,Withdrawn,03/06/2003,07/02/2018,,Geographic Population,12.8,,
Divide County,738023,Geographic HPSA,Mental Health,10,ND,Withdrawn,08/31/1988,07/02/2018,,Geographic Population,14.6,,
Grand Forks Catchment Area,7389993802,Geographic HPSA,Mental Health,0,ND,Withdrawn,12/17/1980,12/31/1996,,Geographic Population,0,,
McKenzie County,738053,Geographic HPSA,Mental Health,10,ND,Withdrawn,08/31/1988,07/02/2018,,Geographic Population,17.1,,
Mercer County,7381947359,Geographic HPSA,Mental Health,13,ND,Designated,09/30/1999,,,Geographic Population,8.3,,
North Central Catchment Area,7389993804,Geographic HPSA,Mental Health,0,ND,Withdrawn,01/12/1981,10/02/1995,,Geographic Population,0,,
Northwest,7389993806,Geographic HPSA,Mental Health,0,ND,Withdrawn,08/31/1988,12/31/1996,,Geographic Population,0,,
Oliver County,7381128526,Geographic HPSA,Mental Health,9,ND,Designated,09/30/1999,,,Geographic Population,7.7,,
Pembina County,7389453702,Geographic HPSA,Mental Health,12,ND,Designated,12/17/1980,,,Geographic Population,7,,
Ransom County,7384828422,Geographic HPSA,Mental Health,12,ND,Designated,09/30/1999,,,Geographic Population,8.3,,
Region 1 Catchment Area,7384026536,Geographic HPSA,Mental Health,15,ND,Designated,06/28/2017,,,Geographic Population,9.5,,
Renville County,7388231581,Geographic HPSA,Mental Health,9,ND,Designated,01/12/1981,,,Geographic Population,8.5,,
Richland County,7382498875,Geographic HPSA,Mental Health,15,ND,Designated,09/30/1999,,,Geographic Population,11.2,,
Sargent County,7381017683,Geographic HPSA,Mental Health,10,ND,Designated,09/30/1999,,,Geographic Population,6.4,,
Steele County,7385089027,Geographic HPSA,Mental Health,9,ND,Designated,09/30/1999,,,Geographic Population,6.6,,
Traill County,7389713768,Geographic HPSA,Mental Health,12,ND,Designated,09/30/1999,,,Geographic Population,10.1,,
Williams County,738105,Geographic HPSA,Mental Health,15,ND,Withdrawn,11/22/2010,07/02/2018,,Geographic Population,,,
Catchment Area 1,7318003632,Geographic HPSA,Mental Health,14,NE,Designated,07/21/1978,,,Geographic Population,15,,
Catchment Area 2,7312770380,Geographic HPSA,Mental Health,14,NE,Designated,07/21/1978,,,Geographic Population,12.3,,
Catchment Area 4,7315783946,Geographic HPSA,Mental Health,17,NE,Designated,07/21/1978,,,Geographic Population,12.9,,
Dodge,731053,Geographic HPSA,Mental Health,0,NE,Withdrawn,07/21/1978,05/21/1986,,Geographic Population,8.9,,
"Immanuel Catchment Area 8,9",7319993108,Geographic HPSA,Mental Health,0,NE,Withdrawn,07/21/1978,05/21/1986,,Geographic Population,0,,
Mental Health Catchment Area 3,7315324561,Geographic HPSA,Mental Health,13,NE,Designated,07/21/1978,,,Geographic Population,12.5,,
Mental Health Catchment Area 5,7319643086,Geographic HPSA,Mental Health,9,NE,Designated,07/21/1978,,,Geographic Population,13.4,,
Washington,731177,Geographic HPSA,Mental Health,0,NE,Withdrawn,07/21/1978,05/21/1986,,Geographic Population,5.7,,
Coos,733007,Geographic HPSA,Mental Health,0,NH,Withdrawn,05/30/1979,06/27/2003,,Geographic Population,9,,
Eastern Grafton,7337246619,Geographic HPSA,Mental Health,9,NH,Designated,03/16/1987,,,Geographic Population,11.2,,
Cape May,734009,Geographic HPSA,Mental Health,0,NJ,Withdrawn,01/02/1980,05/30/1997,,Geographic Population,8.3,,
Catchment Area 15,7349993415,Geographic HPSA,Mental Health,0,NJ,Withdrawn,09/14/1982,12/31/1996,,Geographic Population,12,,
Catchment Area 4 and 5,7349993401,Geographic HPSA,Mental Health,0,NJ,Withdrawn,01/08/1980,10/02/1995,,Geographic Population,0,,
Catchment Area 6,7349993406,Geographic HPSA,Mental Health,0,NJ,Withdrawn,01/08/1980,10/02/1995,,Geographic Population,31,,
City of Newark,7349993423,Geographic HPSA,Mental Health,0,NJ,Withdrawn,02/10/2003,11/03/2011,,Geographic Population,,,
City of Passaic,7349993417,Geographic HPSA,Mental Health,0,NJ,Withdrawn,03/23/2001,11/03/2011,,Geographic Population,,,
City of Paterson,7349993422,Geographic HPSA,Mental Health,0,NJ,Withdrawn,06/21/2002,11/03/2011,,Geographic Population,,,
Cumberland,734011,Geographic HPSA,Mental Health,0,NJ,Withdrawn,12/04/2001,06/29/2012,,Geographic Population,,,
East Orange City,7349993416,Geographic HPSA,Mental Health,0,NJ,Withdrawn,11/12/1993,09/20/1999,,Geographic Population,17.8,,
Gloucester,734015,Geographic HPSA,Mental Health,0,NJ,Withdrawn,01/02/1980,12/11/1986,,Geographic Population,6.2,,
Ocean,734029,Geographic HPSA,Mental Health,0,NJ,Withdrawn,01/02/1980,10/02/1995,,Geographic Population,6,,
Sussex,734037,Geographic HPSA,Mental Health,0,NJ,Withdrawn,01/02/1980,10/02/1995,,Geographic Population,3.4,,
Warren,734041,Geographic HPSA,Mental Health,0,NJ,Withdrawn,01/23/1978,10/02/1995,,Geographic Population,5.4,,
North Valley,7359993517,Geographic HPSA,Mental Health,0,NM,Withdrawn,06/08/1994,08/31/2005,,Geographic Population,16.8,,
Southwest Valley,7359993501,Geographic HPSA,Mental Health,0,NM,Withdrawn,05/20/1983,03/21/2003,,Geographic Population,24.4,,
Torrance County,7352532517,Geographic HPSA,Mental Health,18,NM,Designated,05/13/1992,,,Geographic Population,29.2,,
Valencia County,7351347212,Geographic HPSA,Mental Health,18,NM,Designated,10/24/1984,,,Geographic Population,24.8,,
Boulder City,7321901400,Geographic HPSA,Mental Health,15,NV,Withdrawn,01/20/2016,07/02/2018,,Geographic Population,9.5,,
Churchill,732001,Geographic HPSA,Mental Health,15,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Douglas County,732005,Geographic HPSA,Mental Health,15,NV,Withdrawn,05/15/2009,09/18/2012,,Geographic Population,,,
Elko County,732007,Geographic HPSA,Mental Health,8,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Esmeralda,732009,Geographic HPSA,Mental Health,9,NV,Withdrawn,07/30/1979,09/03/2010,,Geographic Population,,,
Eureka,732011,Geographic HPSA,Mental Health,9,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Goodsprings-West Clark County,7329993211,Geographic HPSA,Mental Health,8,NV,Withdrawn,05/15/2009,08/23/2013,,Geographic Population,,,
Humboldt,732013,Geographic HPSA,Mental Health,15,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Lander,732015,Geographic HPSA,Mental Health,10,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Laughlin - Southern Clark County,7329993205,Geographic HPSA,Mental Health,12,NV,Withdrawn,12/11/2000,07/02/2018,,Geographic Population,9.3,,
Lincoln County,732017,Geographic HPSA,Mental Health,13,NV,Withdrawn,07/30/1979,09/03/2010,,Geographic Population,,,
Lyon,732019,Geographic HPSA,Mental Health,17,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Mesquite-North Clark County,7329993206,Geographic HPSA,Mental Health,17,NV,Withdrawn,01/12/2001,05/15/2009,,Geographic Population,,,
Mineral,732021,Geographic HPSA,Mental Health,18,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Northern Nevada Mental Health Catchment Area,732999321F,Geographic HPSA,Mental Health,18,NV,Withdrawn,09/18/2012,07/02/2018,,Geographic Population,,,
Nye County,732023,Geographic HPSA,Mental Health,13,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Pershing,732027,Geographic HPSA,Mental Health,10,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Southern Nevada Rural Catchment Area,732999320A,Geographic HPSA,Mental Health,18,NV,Withdrawn,08/23/2013,07/02/2018,,Geographic Population,,,
Storey,732029,Geographic HPSA,Mental Health,6,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
White Pine,732033,Geographic HPSA,Mental Health,15,NV,Withdrawn,07/30/1979,09/18/2012,,Geographic Population,,,
Allegany County,7363304145,Geographic HPSA,Mental Health,17,NY,Designated,11/25/1997,,,Geographic Population,17,,
Brockport,7369993604,Geographic HPSA,Mental Health,0,NY,Withdrawn,07/15/1992,05/30/1997,,Geographic Population,14.5,,
Cattaraugus County,736009,Geographic HPSA,Mental Health,15,NY,Designated,04/13/2018,,,Geographic Population,17.7,,
Cayuga,736011,Geographic HPSA,Mental Health,0,NY,Withdrawn,04/27/1987,11/03/2011,,Geographic Population,,,
Chinatown/Lower Manhattan,7369993605,Geographic HPSA,Mental Health,0,NY,Withdrawn,02/16/1995,06/29/2012,,Geographic Population,,,
Columbia,736021,Geographic HPSA,Mental Health,0,NY,Withdrawn,10/14/2000,11/03/2011,,Geographic Population,,,
Essex County,736031,Geographic HPSA,Mental Health,15,NY,Designated,04/13/2018,,,Geographic Population,11.3,,
Franklin County,736033,Geographic HPSA,Mental Health,17,NY,Designated,04/02/2018,,,Geographic Population,19.7,,
Fulton,736035,Geographic HPSA,Mental Health,0,NY,Withdrawn,09/28/1998,07/17/2008,,Geographic Population,14.4,,
Genesee County,736037,Geographic HPSA,Mental Health,13,NY,Withdrawn,08/15/2005,06/25/2014,,Geographic Population,,,
Hamilton County,7365184806,Geographic HPSA,Mental Health,10,NY,Designated,04/08/2009,,,Geographic Population,9.4,,
Herkimer County,736043,Geographic HPSA,Mental Health,16,NY,Withdrawn,06/13/2005,07/02/2018,,Geographic Population,15.9,,
Lewis County,736049,Geographic HPSA,Mental Health,15,NY,Designated,04/18/2018,,,Geographic Population,13.2,,
Livingston,736051,Geographic HPSA,Mental Health,0,NY,Withdrawn,11/24/1993,11/06/2006,,Geographic Population,10,,
Madison County,736053,Geographic HPSA,Mental Health,16,NY,Withdrawn,09/01/2011,07/02/2018,,Geographic Population,11.1,,
Northern Manhattan (Ryan),7369993606,Geographic HPSA,Mental Health,0,NY,Withdrawn,02/24/1995,09/15/2000,,Geographic Population,25.4,,
Orleans County,7363309277,Geographic HPSA,Mental Health,14,NY,Designated,08/15/2005,,,Geographic Population,15.4,,
Oswego County,736075,Geographic HPSA,Mental Health,16,NY,Withdrawn,05/11/2005,07/02/2018,,Geographic Population,18.5,,
Oswego County,7364092946,Geographic HPSA,Mental Health,10,NY,Designated,04/13/2018,,,Geographic Population,18.5,,
Rockaway Peninsula,7369993601,Geographic HPSA,Mental Health,0,NY,Withdrawn,02/07/1983,10/02/1995,,Geographic Population,20,,
Schoharie County,736095,Geographic HPSA,Mental Health,14,NY,Designated,04/13/2018,,,Geographic Population,12.8,,
Schuyler County,736097,Geographic HPSA,Mental Health,11,NY,Withdrawn,11/24/1993,07/02/2018,,Geographic Population,13.3,,
Southern Livingston County,7366930163,Geographic HPSA,Mental Health,14,NY,Designated,11/06/2006,,,Geographic Population,17.2,,
Sullivan County,736105,Geographic HPSA,Mental Health,12,NY,Withdrawn,10/20/2009,07/02/2018,,Geographic Population,18,,
Wyoming County,736121,Geographic HPSA,Mental Health,12,NY,Withdrawn,07/28/2005,07/02/2018,,Geographic Population,10.2,,
Ashtabula County - Mental Health Catchment Area 1,739007,Geographic HPSA,Mental Health,15,OH,Withdrawn,04/25/2002,07/02/2018,,Geographic Population,12,,
Brown County,7391113754,Geographic HPSA,Mental Health,12,OH,Designated,03/02/1981,,,Geographic Population,14.5,,
Catchment Area 32,7396813432,Geographic HPSA,Mental Health,11,OH,Designated,03/14/1980,,,Geographic Population,18.6,,
Catchment Area 52,7399148256,Geographic HPSA,Mental Health,18,OH,Designated,12/10/2018,,,Geographic Population,17.8,,
Catchment Area 53,7395382934,Geographic HPSA,Mental Health,17,OH,Designated,02/07/2007,,,Geographic Population,21.9,,
