HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
CF - Warren Correctional Institution,1391312295,Correctional Facility,Primary Care,3,OH,Designated,12/30/2010,,Warren County,,,-84.31793743,39.44018603
Chillicothe Correctional Institution,7399993955,Correctional Facility,Mental Health,0,OH,Withdrawn,09/30/1996,02/20/2002,,,,-82.71121518,40.41305679
Chillicothe Correctional Institution,6398303394,Correctional Facility,Dental Health,3,OH,Designated,11/30/2018,,Ross County,,,-83.00626631,39.37080211
Dayton Correctional Institution,6397785901,Correctional Facility,Dental Health,3,OH,Proposed For Withdrawal,10/17/2015,,Montgomery County,,,-84.26061569,39.73023432
Federal Correctional Institution - Elkton,73999939B4,Correctional Facility,Mental Health,12,OH,Withdrawn,11/17/2009,06/27/2013,Columbiana County,,,-80.71191785,40.76798617
Federal Correctional Institution - Elkton,6399993960,Correctional Facility,Dental Health,12,OH,Proposed For Withdrawal,07/25/2002,,Columbiana County,,,-80.71191785,40.76798617
Federal Correctional Institution - Elkton,139999390K,Correctional Facility,Primary Care,12,OH,Proposed For Withdrawal,07/25/2002,,Columbiana County,,,-80.71191785,40.76798617
Grafton Correctional Facility,7399993957,Correctional Facility,Mental Health,0,OH,Withdrawn,03/24/1997,11/03/2011,,,,-82.71121518,40.41305679
Hocking Correctional Institution,13999939QU,Correctional Facility,Primary Care,6,OH,Withdrawn,12/07/2010,06/25/2014,Hocking County,,,-82.22608731,39.47302407
Justice Center/Cuyahoga,6399993918,Correctional Facility,Dental Health,0,OH,Withdrawn,02/02/1982,10/02/1995,,,,-82.71121518,40.41305679
Lake Erie Correctional Institution,7399993958,Correctional Facility,Mental Health,0,OH,Withdrawn,02/02/2001,11/03/2011,,,,-82.71121518,40.41305679
Lake Erie Correctional Institution,63999939E5,Correctional Facility,Dental Health,3,OH,Withdrawn,11/22/2010,06/25/2014,Ashtabula County,,,-80.52791514,41.94212735
Lake Erie Correctional Institution,13999939B2,Correctional Facility,Primary Care,12,OH,Withdrawn,07/15/2008,06/27/2013,Ashtabula County,,,-80.52791514,41.94212735
Lima Correctional Institution,1399993945,Correctional Facility,Primary Care,0,OH,Withdrawn,09/11/1985,10/02/1995,,,,-82.71121518,40.41305679
London Correctional Institution,73999939BD,Correctional Facility,Mental Health,12,OH,Proposed For Withdrawal,11/16/2010,,Madison County,,,-83.4751297,39.9108926
Lorain Correctional Institution,7393391411,Correctional Facility,Mental Health,12,OH,Designated,11/22/2010,,Lorain County,,,-82.02099346,41.28396291
Lorain Correctional Institution,6395642551,Correctional Facility,Dental Health,6,OH,Designated,12/26/2018,,Lorain County,,,-82.02099346,41.28396291
Lucas Correctional Center,7399993901,Correctional Facility,Mental Health,0,OH,Withdrawn,09/18/1980,12/19/1986,,,,-82.71121518,40.41305679
Madison Correctional Institution,7398710156,Correctional Facility,Mental Health,6,OH,Designated,11/16/2010,,Madison County,,,-83.50874869,39.96065327
Mansfield Correctional Institution,7399993953,Correctional Facility,Mental Health,0,OH,Withdrawn,08/04/1994,09/15/2000,,,,-82.71121518,40.41305679
Ohio Correctional Reception Center,7399035223,Correctional Facility,Mental Health,6,OH,Designated,05/07/2014,,Pickaway County,,,-83.14456865,39.80232434
Ohio Correctional Reception Center,6393546426,Correctional Facility,Dental Health,3,OH,Designated,05/07/2014,,Pickaway County,,,-83.14456865,39.80232434
Ohio State Penitentiary,1393979209,Correctional Facility,Primary Care,12,OH,Designated,01/08/2013,,Mahoning County,,,-80.56899942,41.11235731
Ohio State Ref.,1399993944,Correctional Facility,Primary Care,0,OH,Withdrawn,09/11/1985,10/02/1995,,,,-82.71121518,40.41305679
Pickaway Correctional Institution,13999939R5,Correctional Facility,Primary Care,6,OH,Proposed For Withdrawal,11/09/2011,,Pickaway County,,,-83.14871147,39.8026371
Richland Correctional Institution,7399362613,Correctional Facility,Mental Health,6,OH,Designated,11/22/2010,,Richland County,,,-82.49833886,40.78575976
Ross Correctional INS,1399993967,Correctional Facility,Primary Care,0,OH,Withdrawn,11/30/1992,05/30/1997,,,,-82.71121518,40.41305679
Ross Correctional Institution,7399993954,Correctional Facility,Mental Health,0,OH,Withdrawn,09/30/1996,02/20/2002,,,,-82.71121518,40.41305679
Southeastern Correctional Institution,6392878499,Correctional Facility,Dental Health,3,OH,Designated,11/30/2018,,Fairfield County,,,-82.62201549,39.64224237
Southern Ohio Correctional Institution,7397828866,Correctional Facility,Mental Health,21,OH,Designated,01/30/1997,,Scioto County,,,-82.96700632,38.87712443
Southern Ohio Correctional Institution,1398855278,Correctional Facility,Primary Care,12,OH,Designated,09/11/1985,,Scioto County,,,-82.96700632,38.87712443
Conners Correctional Center,1409994020,Correctional Facility,Primary Care,0,OK,Withdrawn,09/09/1986,01/21/1994,,,,-97.50859936,35.58268395
Dick Conner Correctional Center,7402269259,Correctional Facility,Mental Health,12,OK,Designated,10/24/2011,,Osage County,,,-96.38935082,36.46529008
Dick Conner Correctional Center,6408657092,Correctional Facility,Dental Health,3,OK,Designated,10/24/2011,,Osage County,,,-96.38935082,36.46529008
Dick Conner Correctional Center,1402993456,Correctional Facility,Primary Care,3,OK,Designated,10/24/2011,,Osage County,,,-96.38935082,36.46529008
Federal Correctional Institution - El Reno,7406898844,Correctional Facility,Mental Health,12,OK,Proposed For Withdrawal,11/18/2009,,Canadian County,,,-97.83712104,35.50806722
Federal Correctional Institution - El Reno,6406117551,Correctional Facility,Dental Health,6,OK,Proposed For Withdrawal,07/18/1995,,Canadian County,,,-97.91157025,35.50806722
Federal Correctional Institution - El Reno,1404208270,Correctional Facility,Primary Care,12,OK,Proposed For Withdrawal,03/18/1994,,Canadian County,,,-97.83712104,35.50806722
FTC-Oklahoma City,7407943925,Correctional Facility,Mental Health,12,OK,Proposed For Withdrawal,11/18/2009,,Oklahoma County,,,-97.61853565,35.39277147
FTC-Oklahoma City,6405164064,Correctional Facility,Dental Health,12,OK,Proposed For Withdrawal,07/30/2002,,Oklahoma County,,,-97.61853565,35.39277147
FTC-Oklahoma City,1406075036,Correctional Facility,Primary Care,12,OK,Proposed For Withdrawal,07/30/2002,,Oklahoma County,,,-97.61853565,35.39277147
James Crabtree CF,6403030921,Correctional Facility,Dental Health,12,OK,Designated,02/03/2016,,Alfalfa County,,,-98.27673594,36.54503612
James Crabtree Correctional Center,7404413974,Correctional Facility,Mental Health,15,OK,Designated,09/13/2012,,Alfalfa County,,,-98.27673594,36.54503612
James Crabtree Correctional Facility,1402311448,Correctional Facility,Primary Care,12,OK,Proposed For Withdrawal,09/13/2012,,Alfalfa County,,,-98.27673594,36.54503612
Joh H Lilley Correctional Center,7409994008,Correctional Facility,Mental Health,6,OK,Proposed For Withdrawal,03/20/2014,,Okfuskee County,,,-96.47665875,35.48414617
Joseph Harp Correctional Center,7409354385,Correctional Facility,Mental Health,3,OK,Designated,05/10/2011,,Cleveland County,,,-97.20237571,35.02953681
Joseph Harp Correctional Center,1404765415,Correctional Facility,Primary Care,3,OK,Designated,02/03/2016,,Cleveland County,,,-97.20237571,35.02953681
Joseph Harp Correctional Facility,6403236304,Correctional Facility,Dental Health,12,OK,Designated,02/24/2016,,Cleveland County,,,-97.20237571,35.02953681
Lexington Correctional Center (Lark,6405501171,Correctional Facility,Dental Health,6,OK,Designated,06/18/2012,,Cleveland County,,,-97.2190514,35.0149928
Lexington Correctional Center (Lark),7404974218,Correctional Facility,Mental Health,6,OK,Designated,06/28/2012,,Cleveland County,,,-97.2190514,35.0149928
Lexington Correctional Center (Lark),1404828035,Correctional Facility,Primary Care,3,OK,Designated,06/18/2012,,Cleveland County,,,-97.2190514,35.0149928
Lexington Correctional Complex,1409994017,Correctional Facility,Primary Care,0,OK,Withdrawn,04/10/1986,09/20/1999,,,,-97.50859936,35.58268395
Mabel Basset Correctional Center,1409994019,Correctional Facility,Primary Care,3,OK,Proposed For Withdrawal,09/09/1986,,Pottawatomie County,,,-97.12973387,35.44931952
Mabel Bassett Correctional Center,7406706817,Correctional Facility,Mental Health,3,OK,Designated,03/11/2004,,Pottawatomie County,,,-97.12973387,35.44931952
Mabel Bassett Correctional Facility,6403145538,Correctional Facility,Dental Health,6,OK,Designated,04/29/2014,,Pottawatomie County,,,-97.12973387,35.44931952
Mack Alford Correctional Center,7407590752,Correctional Facility,Mental Health,24,OK,Designated,09/13/2012,,Atoka County,,,-95.87016259,34.4652111
Mack Alford Correctional Center,1408134345,Correctional Facility,Primary Care,12,OK,Proposed For Withdrawal,02/03/2016,,Atoka County,,,-95.87016259,34.4652111
Mack Alford Correctional Facility,6403142703,Correctional Facility,Dental Health,12,OK,Designated,09/20/2018,,Atoka County,,,-95.87016259,34.4652111
North Fork Correctional Facility,7401734743,Correctional Facility,Mental Health,12,OK,Designated,08/09/2018,,Beckham County,,,-99.62861518,35.29234225
North Fork Correctional Facility,6404798988,Correctional Facility,Dental Health,6,OK,Designated,09/11/2018,,Beckham County,,,-99.62861518,35.29234225
North Fork Correctional Facility,1401787538,Correctional Facility,Primary Care,3,OK,Designated,08/24/2018,,Beckham County,,,-99.62861518,35.29234225
Oklahoma State Peniteniary,7409994040,Correctional Facility,Mental Health,0,OK,Withdrawn,08/12/2005,06/29/2012,Pittsburg County,,,-95.78076299,34.95284099
Oklahoma State Penitentiary - McAlester,6408305883,Correctional Facility,Dental Health,6,OK,Designated,02/03/2016,,Pittsburg County,,,-95.78081957,34.95290827
Oklahoma State Penitentiary - McAlester,1401646349,Correctional Facility,Primary Care,3,OK,Designated,05/30/1979,,Pittsburg County,,,-95.78081957,34.95290827
Oklahoma State Penitentiary-McAlester,7407031290,Correctional Facility,Mental Health,18,OK,Designated,02/25/2016,,Pittsburg County,,,-95.78081957,34.95290827
Oklahoma State Reformatory,74099940CF,Correctional Facility,Mental Health,21,OK,Proposed For Withdrawal,11/13/2012,,Greer County,,,-99.36421912,34.9580183
Oklahoma State Reformatory,1409994011,Correctional Facility,Primary Care,0,OK,Withdrawn,05/30/1979,11/03/2011,,,,-97.50859936,35.58268395
Oklahoma State Reformatory,14099940NC,Correctional Facility,Primary Care,3,OK,Proposed For Withdrawal,06/21/2012,,Greer County,,,-99.36587219,34.95792151
Stringtown Correction Complex,1409994018,Correctional Facility,Primary Care,0,OK,Withdrawn,09/09/1986,09/20/1999,,,,-97.50859936,35.58268395
Coffee Creek Correctional Facility,741999410A,Correctional Facility,Mental Health,12,OR,Proposed For Withdrawal,10/23/2013,,Clackamas County,,,-122.8091976,45.30267088
Coffee Creek Correctional Facility,641999410C,Correctional Facility,Dental Health,3,OR,Proposed For Withdrawal,10/23/2013,,Clackamas County,,,-122.8091976,45.30267088
Coffee Creek Correctional Facility,141999410P,Correctional Facility,Primary Care,3,OR,Proposed For Withdrawal,08/28/2013,,Clackamas County,,,-122.8091976,45.30267088
East Oregon Correctional Institution,1418561237,Correctional Facility,Primary Care,3,OR,Designated,10/18/1989,,Umatilla County,,,-118.8154866,45.6728399
Eastern Oregon Correctional Institution,7419229568,Correctional Facility,Mental Health,21,OR,Designated,10/01/2013,,Umatilla County,,,-118.8154866,45.6728399
Eastern Orgeon Correctional Facility,6419994170,Correctional Facility,Dental Health,0,OR,Withdrawn,09/13/2005,06/29/2012,Umatilla County,,,-118.8154866,45.6728399
Federal Correctional Institution - Sheridan,7419533006,Correctional Facility,Mental Health,12,OR,Proposed For Withdrawal,11/18/2009,,Yamhill County,,,-123.395601,45.08399348
Federal Correctional Institution - Sheridan,6419883509,Correctional Facility,Dental Health,12,OR,Proposed For Withdrawal,03/31/1998,,Yamhill County,,,-123.395601,45.08399348
Federal Correctional Institution - Sheridan,1413243159,Correctional Facility,Primary Care,12,OR,Proposed For Withdrawal,03/18/1994,,Yamhill County,,,-123.395601,45.08399348
Oregon State Correctional Institution,7419994109,Correctional Facility,Mental Health,6,OR,Proposed For Withdrawal,10/23/2013,,Marion County,,,-122.9397914,44.90023405
Oregon State Correctional Institution,641999410B,Correctional Facility,Dental Health,6,OR,Proposed For Withdrawal,10/23/2013,,Marion County,,,-122.9397914,44.90023405
Oregon State Correctional Institution,1419994110,Correctional Facility,Primary Care,3,OR,Proposed For Withdrawal,10/23/2013,,Marion County,,,-122.9397914,44.90023405
Rocky Butte Jail,1419994160,Correctional Facility,Primary Care,0,OR,Withdrawn,06/13/1983,07/24/1987,,,,-120.5585609,43.93878024
Snake River Correctional Institution,7415103917,Correctional Facility,Mental Health,15,OR,Designated,10/01/2013,,Malheur County,,,-117.0610419,44.08250053
Snake River Correctional Institution,6419994145,Correctional Facility,Dental Health,6,OR,Proposed For Withdrawal,12/15/1999,,Malheur County,,,-117.0610419,44.08250053
Snake River Correctional Institution,1417461948,Correctional Facility,Primary Care,3,OR,Designated,01/31/1992,,Malheur County,,,-117.0610419,44.08250053
St Pen/Womens Correctional I,1419994158,Correctional Facility,Primary Care,0,OR,Withdrawn,08/13/1984,10/02/1995,,,,-120.5585609,43.93878024
State Correctional Institution,1419994159,Correctional Facility,Primary Care,0,OR,Withdrawn,08/13/1984,09/20/1999,,,,-120.5585609,43.93878024
Two Rivers Correctional Facility,6419994169,Correctional Facility,Dental Health,0,OR,Withdrawn,09/13/2005,06/29/2012,Umatilla County,,,-119.265693,45.92518606
Two Rivers Correctional Institution,7419994105,Correctional Facility,Mental Health,15,OR,Proposed For Withdrawal,07/11/2013,,Umatilla County,,,-119.265693,45.92518606
Two Rivers Correctional Institution,1415527075,Correctional Facility,Primary Care,3,OR,Designated,09/12/2013,,Umatilla County,,,-119.265693,45.92518606
CF - State Correctional Institution - Albion,6422131995,Correctional Facility,Dental Health,6,PA,Designated,04/12/2005,,Erie County,,,-80.36824471,41.87811484
CF - State Correctional Institution - Camp Hill,7426989435,Correctional Facility,Mental Health,6,PA,Designated,12/06/2000,,Cumberland County,,,-76.92240379,40.21752961
CF - State Correctional Institution - Chester,1425026188,Correctional Facility,Primary Care,3,PA,Designated,04/10/2008,,Delaware County,,,-75.3533285,39.85114897
CF - State Correctional Institution - Greene,7429955202,Correctional Facility,Mental Health,6,PA,Designated,11/12/2010,,Greene County,,,-80.13760819,39.90121465
CF - State Correctional Institution - Greene,6425688231,Correctional Facility,Dental Health,3,PA,Designated,12/02/2010,,Greene County,,,-80.13760819,39.90121465
CF - State Correctional Institution - Houtzdale,7426990321,Correctional Facility,Mental Health,6,PA,Designated,06/30/2000,,Clearfield County,,,-78.35173999,40.82327
CF - State Correctional Institution - Houtzdale,6429339699,Correctional Facility,Dental Health,3,PA,Designated,05/19/2005,,Clearfield County,,,-78.35582877,40.81497893
CF - State Correctional Institution - Houtzdale,1423422135,Correctional Facility,Primary Care,6,PA,Designated,10/08/1999,,Clearfield County,,,-78.35582877,40.81497893
CF - State Correctional Institution - Huntingdon,7423840754,Correctional Facility,Mental Health,12,PA,Designated,11/20/2006,,Huntingdon County,,,-78.02702624,40.49131872
CF - State Correctional Institution - Huntingdon,1422091110,Correctional Facility,Primary Care,3,PA,Designated,06/11/2001,,Huntingdon County,,,-78.02702624,40.49131872
CF - State Correctional Institution Benner Township,1423254798,Correctional Facility,Primary Care,3,PA,Designated,10/19/2018,,Centre County,,,-77.77852834,40.85618107
Federal Correctional Complex-Allenwood,7424615214,Correctional Facility,Mental Health,12,PA,Proposed For Withdrawal,09/28/2007,,Union County,,,-76.89265643,41.10142743
Federal Correctional Complex-Allenwood,6428517523,Correctional Facility,Dental Health,12,PA,Proposed For Withdrawal,12/13/1994,,Union County,,,-76.89265643,41.10142743
Federal Correctional Complex-Allenwood,1425758713,Correctional Facility,Primary Care,12,PA,Proposed For Withdrawal,03/18/1994,,Union County,,,-76.89265643,41.10142743
Federal Correctional Institution - Loretto,74299942B4,Correctional Facility,Mental Health,18,PA,Withdrawn,11/18/2009,06/27/2013,Cambria County,,,-78.63778999,40.50852
Federal Correctional Institution - Loretto,642999420Y,Correctional Facility,Dental Health,12,PA,Proposed For Withdrawal,07/24/2002,,Cambria County,,,-78.61749077,40.4977579
Federal Correctional Institution - Loretto,142999424C,Correctional Facility,Primary Care,12,PA,Proposed For Withdrawal,07/24/2002,,Cambria County,,,-78.61749077,40.4977579
Federal Correctional Institution - McKean,7423632617,Correctional Facility,Mental Health,21,PA,Proposed For Withdrawal,11/18/2009,,McKean County,,,-78.68904235,41.7938846
Federal Correctional Institution - McKean,6425444843,Correctional Facility,Dental Health,12,PA,Proposed For Withdrawal,06/19/1995,,McKean County,,,-78.68904235,41.7938846
Federal Correctional Institution - McKean,1425168617,Correctional Facility,Primary Care,12,PA,Proposed For Withdrawal,03/18/1994,,McKean County,,,-78.68904235,41.7938846
Federal Correctional Institution - Schuylkill,7422463755,Correctional Facility,Mental Health,12,PA,Proposed For Withdrawal,11/18/2009,,Schuylkill County,,,-76.26050999,40.68897
Federal Correctional Institution - Schuylkill,6428377129,Correctional Facility,Dental Health,12,PA,Proposed For Withdrawal,06/24/1994,,Schuylkill County,,,-76.26050999,40.68897
Federal Correctional Institution - Schuylkill,1427293785,Correctional Facility,Primary Care,12,PA,Proposed For Withdrawal,03/18/1994,,Schuylkill County,,,-76.26050999,40.68897
Federal Detention Center-Philadelphia,7429839375,Correctional Facility,Mental Health,12,PA,Proposed For Withdrawal,09/28/2007,,Philadelphia County,,,-75.15171526,39.95294865
Federal Detention Center-Philadelphia,6421903643,Correctional Facility,Dental Health,12,PA,Proposed For Withdrawal,07/24/2002,,Philadelphia County,,,-75.15171526,39.95294865
Federal Detention Center-Philadelphia,1426446580,Correctional Facility,Primary Care,12,PA,Proposed For Withdrawal,07/24/2002,,Philadelphia County,,,-75.15171526,39.95294865
Forensic Treatment Center,7429994233,Correctional Facility,Mental Health,0,PA,Withdrawn,03/15/2001,08/04/2006,,,,-77.83875077,40.89651165
State Correctional Institue - Frackville,6429994257,Correctional Facility,Dental Health,0,PA,Withdrawn,02/11/1992,05/30/1997,,,,-77.83875077,40.89651165
State Correctional Institution - Albion,74299942K6,Correctional Facility,Mental Health,3,PA,Proposed For Withdrawal,09/30/2009,,Erie County,,,-80.36824471,41.87811484
State Correctional Institution - Albion,14299942H6,Correctional Facility,Primary Care,3,PA,Designated,01/17/2007,,Erie County,,,-80.36824471,41.87811484
State Correctional Institution - Benner Township,642999420I,Correctional Facility,Dental Health,3,PA,Designated,10/09/2013,,Centre County,,,-77.77852834,40.85618107
State Correctional Institution - Benner Township,142999420O,Correctional Facility,Primary Care,3,PA,Proposed For Withdrawal,10/09/2013,,Centre County,,,-77.77852834,40.85618107
State Correctional Institution - Camp Hill,142999422M,Correctional Facility,Primary Care,3,PA,Designated,10/08/1999,,Cumberland County,,,-76.92240379,40.21752961
State Correctional Institution - Camp Hill,64299942B7,Correctional Facility,Dental Health,3,PA,Designated,04/12/2005,,Cumberland County,,,-76.92240379,40.21752961
State Correctional Institution - Chester,74299942A9,Correctional Facility,Mental Health,3,PA,Proposed For Withdrawal,09/30/2009,,Delaware County,,,-75.3533285,39.85114897
State Correctional Institution - Chester,64299942FR,Correctional Facility,Dental Health,3,PA,Designated,12/15/2011,,Delaware County,,,-75.3533285,39.85114897
State Correctional Institution - Coal Township,7429994240,Correctional Facility,Mental Health,6,PA,Designated,11/07/2001,,Northumberland County,,,-76.56969699,40.8052025
State Correctional Institution - Coal Township,642999425D,Correctional Facility,Dental Health,3,PA,Designated,04/10/2006,,Northumberland County,,,-76.56969699,40.8052025
State Correctional Institution - Coal Township,14299942H2,Correctional Facility,Primary Care,3,PA,Designated,11/20/2006,,Northumberland County,,,-76.56969699,40.8052025
State Correctional Institution - Cresson,7429994242,Correctional Facility,Mental Health,9,PA,Proposed For Withdrawal,12/15/2011,,Cambria County,,,-78.56419898,40.45649815
State Correctional Institution - Cresson,142999421J,Correctional Facility,Primary Care,3,PA,Withdrawn,08/18/1995,10/04/2013,Cambria County,,,-78.56419898,40.45649815
State Correctional Institution - Cresson,64299942B6,Correctional Facility,Dental Health,6,PA,Proposed For Withdrawal,04/12/2005,,Cambria County,,,-78.56419898,40.45649815
State Correctional Institution - Dallas,74299942B1,Correctional Facility,Mental Health,3,PA,Designated,10/27/2009,,Luzerne County,,,-76.01421363,41.28156695
State Correctional Institution - Dallas,14299942I9,Correctional Facility,Primary Care,3,PA,Designated,11/06/2008,,Luzerne County,,,-76.01421363,41.28156695
State Correctional Institution - Dallas,64299942FC,Correctional Facility,Dental Health,3,PA,Proposed For Withdrawal,11/22/2010,,Luzerne County,,,-76.01421363,41.28156695
State Correctional Institution - Fayette,74299942A8,Correctional Facility,Mental Health,9,PA,Designated,09/30/2009,,Fayette County,,,-79.98736529,39.9967361
State Correctional Institution - Fayette,14299942G7,Correctional Facility,Primary Care,3,PA,Designated,08/15/2006,,Fayette County,,,-79.98736529,39.9967361
State Correctional Institution - Forest,7429994282,Correctional Facility,Mental Health,12,PA,Designated,11/20/2006,,Forest County,,,-79.10012343,41.48294348
State Correctional Institution - Forest,642999425P,Correctional Facility,Dental Health,6,PA,Designated,09/28/2007,,Forest County,,,-79.10384918,41.48286446
State Correctional Institution - Forest County,14299942H3,Correctional Facility,Primary Care,3,PA,Designated,11/30/2006,,Forest County,,,-79.10012343,41.48294348
State Correctional Institution - Frackville,7429994238,Correctional Facility,Mental Health,12,PA,Proposed For Withdrawal,12/15/2011,,Schuylkill County,,,-76.22263128,40.7744881
State Correctional Institution - Frackville,642999423U,Correctional Facility,Dental Health,0,PA,Withdrawn,05/19/2005,06/29/2012,Schuylkill County,,,-76.22263128,40.7744881
State Correctional Institution - Frackville,14299942I1,Correctional Facility,Primary Care,12,PA,Designated,11/30/2006,,Schuylkill County,,,-76.22263128,40.7744881
State Correctional Institution - Graterford,64299942A2,Correctional Facility,Dental Health,6,PA,Designated,05/11/2005,,Montgomery County,,,-75.44974706,40.18914161
State Correctional Institution - Graterford,14299942I8,Correctional Facility,Primary Care,3,PA,Designated,04/10/2008,,Montgomery County,,,-75.45333844,40.22515716
State Correctional Institution - Greene,1422071320,Correctional Facility,Primary Care,3,PA,Designated,07/28/1999,,Greene County,,,-80.13760819,39.90121465
State Correctional Institution - Greensburg,642999423L,Correctional Facility,Dental Health,6,PA,Proposed For Withdrawal,05/19/2005,,Westmoreland County,,,-79.56580452,40.26869845
State Correctional Institution - Greensburg,14299942H5,Correctional Facility,Primary Care,3,PA,Proposed For Withdrawal,01/17/2007,,Westmoreland County,,,-79.56580452,40.26869845
State Correctional Institution - Huntingdon,64299942A3,Correctional Facility,Dental Health,3,PA,Proposed For Withdrawal,05/11/2005,,Huntingdon County,,,-78.02702624,40.49131872
State Correctional Institution - Mahanoy,7429994239,Correctional Facility,Mental Health,3,PA,Designated,11/07/2001,,Schuylkill County,,,-76.1762883,40.78896222
State Correctional Institution - Mahanoy,642999423P,Correctional Facility,Dental Health,3,PA,Designated,05/19/2005,,Schuylkill County,,,-76.1762883,40.78896222
State Correctional Institution - Mahanoy,14299942H7,Correctional Facility,Primary Care,3,PA,Designated,01/17/2007,,Schuylkill County,,,-76.1762883,40.78896222
State Correctional Institution - Muncy,7429994229,Correctional Facility,Mental Health,9,PA,Proposed For Withdrawal,06/30/2000,,Lycoming County,,,-76.81964982,41.19876897
State Correctional Institution - Muncy,64299942A1,Correctional Facility,Dental Health,3,PA,Designated,05/11/2005,,Lycoming County,,,-76.81964982,41.19876897
State Correctional Institution - Muncy,142999424D,Correctional Facility,Primary Care,3,PA,Designated,03/11/2014,,Lycoming County,,,-76.81964982,41.19876897
State Correctional Institution - Muncy,142999422K,Correctional Facility,Primary Care,0,PA,Withdrawn,10/08/1999,06/29/2012,Lycoming County,,,-76.81964982,41.19876897
State Correctional Institution - Pine Grove,14299942F1,Correctional Facility,Primary Care,3,PA,Designated,03/24/2006,,Indiana County,,,-79.10237234,40.64726533
State Correctional Institution - Retreat,742999426K,Correctional Facility,Mental Health,12,PA,Designated,06/23/2009,,Luzerne County,,,-76.08835747,41.18979314
State Correctional Institution - Retreat,14299942J8,Correctional Facility,Primary Care,3,PA,Designated,03/20/2009,,Luzerne County,,,-76.08835747,41.18979314
State Correctional Institution - Rockview,142999422J,Correctional Facility,Primary Care,3,PA,Designated,07/30/1999,,Centre County,,,-77.7762804,40.84792056
State Correctional Institution - Rockview,64299942B9,Correctional Facility,Dental Health,3,PA,Proposed For Withdrawal,04/12/2005,,Centre County,,,-77.77616983,40.84976554
State Correctional Institution - Smithfield,64299942A4,Correctional Facility,Dental Health,3,PA,Designated,05/11/2005,,Huntingdon County,,,-78.03305239,40.49820793
State Correctional Institution - Smithfield,142999422L,Correctional Facility,Primary Care,3,PA,Designated,10/08/1999,,Huntingdon County,,,-78.03305239,40.49820793
State Correctional Institution - Somerset,74299942A7,Correctional Facility,Mental Health,3,PA,Designated,09/25/2009,,Somerset County,,,-79.04062223,39.96129148
State Correctional Institution - Somerset,642999423T,Correctional Facility,Dental Health,3,PA,Designated,05/19/2005,,Somerset County,,,-79.04062223,39.96129148
State Correctional Institution - Somerset,14299942D4,Correctional Facility,Primary Care,6,PA,Designated,04/11/2007,,Somerset County,,,-79.04062223,39.96129148
State Correctional Institution Benner Township,7421669072,Correctional Facility,Mental Health,3,PA,Designated,11/30/2018,,Centre County,,,-77.77852834,40.85618107
State Correctional Institution Fayette,6426118960,Correctional Facility,Dental Health,3,PA,Designated,11/15/2018,,Fayette County,,,-79.98736529,39.9967361
State Correctional Institution Frackville,6424273176,Correctional Facility,Dental Health,12,PA,Designated,11/15/2018,,Schuylkill County,,,-76.22263128,40.7744881
State Correctional Institution Phoenix,7421658313,Correctional Facility,Mental Health,6,PA,Designated,11/30/2018,,Montgomery County,,,-75.45333844,40.22515716
State Correctional Institution Pittsburgh,14299942I6,Correctional Facility,Primary Care,0,PA,Withdrawn,04/10/2008,12/15/2009,,,,-77.83875077,40.89651165
State Correctional Institution Retreat,642999426B,Correctional Facility,Dental Health,3,PA,Withdrawn,03/03/2009,06/27/2013,Luzerne County,,,-76.08835747,41.18979314
State Correctional Institution Retreat,6426745673,Correctional Facility,Dental Health,3,PA,Designated,11/30/2018,,Luzerne County,,,-76.08835747,41.18979314
State Correctional Institution Smithfield,7429994299,Correctional Facility,Mental Health,9,PA,Withdrawn,03/20/2009,06/27/2013,Huntingdon County,,,-78.03305239,40.49820793
USP Allenwood,6429994264,Correctional Facility,Dental Health,0,PA,Withdrawn,12/13/1994,02/27/2007,,,,-77.83875077,40.89651165
USP Allenwood,142999421C,Correctional Facility,Primary Care,0,PA,Withdrawn,12/13/1994,02/27/2007,,,,-77.83875077,40.89651165
USP-Canaan,7428466761,Correctional Facility,Mental Health,18,PA,Proposed For Withdrawal,11/18/2009,,Wayne County,,,-75.40838615,41.56770404
USP-Canaan,6425779982,Correctional Facility,Dental Health,12,PA,Proposed For Withdrawal,02/27/2007,,Wayne County,,,-75.40838615,41.56770404
USP-Canaan,1424691146,Correctional Facility,Primary Care,12,PA,Proposed For Withdrawal,02/27/2007,,Wayne County,,,-75.40838615,41.56770404
USP-Lewisburg,7421722888,Correctional Facility,Mental Health,12,PA,Proposed For Withdrawal,10/21/2008,,Union County,,,-76.91486929,40.98495587
USP-Lewisburg,6427169126,Correctional Facility,Dental Health,12,PA,Proposed For Withdrawal,06/24/1994,,Union County,,,-76.91486929,40.98495587
USP-Lewisburg,1422768845,Correctional Facility,Primary Care,12,PA,Proposed For Withdrawal,03/18/1994,,Union County,,,-76.91486929,40.98495587
Anexo Sabana Hoyos 384,7723005099,Correctional Facility,Mental Health,6,PR,Designated,09/20/2016,,Arecibo Municipio,,,-66.624249,18.368024
Centro De Detencion Bayamon (1072),7721632448,Correctional Facility,Mental Health,6,PR,Designated,09/20/2016,,Bayamo'n Municipio,,,-66.14972,18.420042
