HPSA_Name,HPSA_ID,Designation_Type,HPSA_Discipline_Class,HPSA_Score,Primary_State_Abbreviation,HPSA_Status,HPSA_Designation_Date,Withdrawn_Date,County_Name,HPSA Population Type,pct_of_pop_below_poverty,Longitude,Latitude
Santa Cruz Women's Health Center,706999060Q,Federally Qualified Health Center,Mental Health,8,CA,Designated,6/1/2012,,Santa Cruz County,,,-122.0287864,36.97493712
Brookside Community Health Center,70699906C6,Federally Qualified Health Center,Mental Health,15,CA,Withdrawn,11/10/2003,,Contra Costa County,,,-122.3382394,37.95336888
Northeast Valley Health,7069990683,Federally Qualified Health Center,Mental Health,17,CA,Designated,10/21/2003,,Los Angeles County,,,-118.4241354,34.2958214
The Los Angeles Free Clinic,70699906Y9,Federally Qualified Health Center,Mental Health,18,CA,Designated,12/12/2016,,Los Angeles County,,,-118.3734,34.07607747
Coastal Health Alliance,70699906C4,Federally Qualified Health Center,Mental Health,17,CA,Designated,10/28/2003,,Marin County,,,-122.8067806,38.06773929
Modoc County,7064264160,High Needs Geographic HPSA,Mental Health,17,CA,Designated,11/28/2007,,,Geographic Population,20.9,,
Low Income-MSSA 223 and 224/Junction City/Weaverville,6069661856,HPSA Population,Dental Health,17,CA,Designated,1/3/2012,,,Low Income Population HPSA,17.5,,
Community Health Centers of the Central Coast Inc.,7069990677,Federally Qualified Health Center,Mental Health,17,CA,Designated,10/21/2003,,San Luis Obispo County,,,-120.4989845,35.02659936
Sierra Family Medical Clinic Inc.,70699906H2,Federally Qualified Health Center Look A Like,Mental Health,22,CA,Designated,10/26/2002,,Nevada County,,,-121.0351359,39.36608258
Complete Care Community Health Center Inc.,706999062W,Federally Qualified Health Center Look A Like,Mental Health,16,CA,Designated,4/1/2014,,Los Angeles County,,,-118.2007223,34.0436184
Inner Mission/Porters Hill/South of Mark,7069990653,HPSA Population,Mental Health,0,CA,Withdrawn,3/28/2002,11/3/2011,,Geographic Population,,,
San Mateo County Health Services Agency,7069990690,Federally Qualified Health Center,Mental Health,9,CA,Designated,10/21/2003,,San Mateo County,,,-122.2985538,37.53048118
South County Community Health Center,7.07E+08,Federally Qualified Health Center,Mental Health,18,CA,Designated,11/10/2003,,San Mateo County,,,-122.1351854,37.47163204
Saint Anthony Medical Centers Inc.,60699906WA,Federally Qualified Health Center,Dental Health,15,CA,Designated,9/30/2005,,Los Angeles County,,,-118.3289145,34.10153395
Lynwood/Paramount,6069990666,Geographic HPSA,Dental Health,0,CA,Withdrawn,7/27/1993,9/20/1999,,Geographic Population,19.9,,
Low Income - MSSA 142 (Argus/Trona),606999069M,HPSA Population,Dental Health,0,CA,Withdrawn,8/21/2006,6/29/2012,,Low Income Population HPSA,,,
California State Prison-Calipatria,7066385970,Correctional Facility,Mental Health,12,CA,Designated,8/2/2018,,Imperial County,,,-115.4931136,33.16332094
Clinica Monsenor Oscar a. Romero,70699906J5,Federally Qualified Health Center,Mental Health,15,CA,Designated,10/26/2002,,Los Angeles County,,,-118.2708076,34.06597495
MSSA 104/Big Sur/Lucia,7064465115,High Needs Geographic HPSA,Mental Health,13,CA,Designated,2/28/2008,,,Geographic Population,25,,
Low Income - MSSA 189.3/Bella Vista,6069610168,HPSA Population,Dental Health,16,CA,Designated,3/25/2008,,,Low Income Population HPSA,19,,
Redwood Coast Medical Center,70699906C7,Federally Qualified Health Center,Mental Health,16,CA,Designated,11/10/2003,,Mendocino County,,,-123.5311808,38.76930891
Bartz-Altadonna Community Health Center,70699906PJ,Federally Qualified Health Center,Mental Health,0,CA,Withdrawn,8/1/2011,,Los Angeles County,,,-118.14159,34.69524682
Adventist Health Community Care - Madera Ranchos,70699906CI,Rural Health Clinic,Mental Health,16,CA,Designated,11/21/2016,,Madera County,,,-119.8761458,36.922689
Mathiesen Memorial Health Clinic,60699906YQ,Native American/Tribal Facility/Population,Dental Health,13,CA,Designated,2/16/2016,,Tuolumne County,,,-120.4216593,37.95203787
Davis Street Community Center,60699906U7,Federally Qualified Health Center,Dental Health,12,CA,Designated,12/2/2016,,Alameda County,,,-122.1535707,37.70521285
Adventist Health Community Care - Reedley Cypress,60699906EF,Rural Health Clinic,Dental Health,7,CA,Designated,11/17/2016,,Fresno County,,,-119.451713,36.60782747
Altamed Health Services Corporation,70699906B6,Federally Qualified Health Center,Mental Health,15,CA,Designated,10/28/2003,,Los Angeles County,,,-118.1523481,34.00714885
Low Income - MSSA 126/Blythe,6069990693,HPSA Population,Dental Health,15,CA,Withdrawn,9/2/1994,6/27/2013,,Low Income Population HPSA,,,
Junction City/Weaverville-MSSAs 223-224,6069990675,High Needs Geographic HPSA,Dental Health,0,CA,Withdrawn,7/27/1993,1/3/2012,,Geographic Population,,,
T.H.E. Clinic,70699906A7,Federally Qualified Health Center,Mental Health,17,CA,Designated,10/23/2003,,Los Angeles County,,,-118.340869,34.01410329
Kedren Community Health Center Inc.,706999062R,Federally Qualified Health Center,Mental Health,18,CA,Designated,11/1/2013,,Los Angeles County,,,-118.2653157,34.007373
Communicare Health Center,70699906V5,Federally Qualified Health Center,Mental Health,18,CA,Designated,10/31/2006,,Yolo County,,,-121.7715197,38.56293245
Marin City Health and Wellness Center,70699906PL,Federally Qualified Health Center,Mental Health,19,CA,Designated,8/1/2011,,Marin County,,,-122.5148578,37.87216285
The Midtown Medical Center for Children and Families,706999061T,Federally Qualified Health Center Look A Like,Mental Health,8,CA,Designated,1/12/2011,,Yolo County,,,-121.525881,38.57105559
Laytonville/Leggett,6069990699,Geographic HPSA,Dental Health,0,CA,Withdrawn,3/17/1995,10/26/2000,,Geographic Population,18.1,,
Gardner Family Health,7069990664,Federally Qualified Health Center,Mental Health,12,CA,Designated,8/7/2003,,Santa Clara County,,,-121.9760474,37.42478969
Redwoods Rural Health Center,70699906H5,Federally Qualified Health Center,Mental Health,21,CA,Designated,10/26/2002,,Humboldt County,,,-123.8134231,40.11686232
Adventist Health Community Care - Hanford,70699906BP,Rural Health Clinic,Mental Health,17,CA,Designated,11/14/2016,,Kings County,,,-119.6460174,36.33595263
Samuel Dixon Family Health Centers,70699906AB,Federally Qualified Health Center Look A Like,Mental Health,0,CA,Withdrawn,3/1/2012,,Los Angeles County,,,-118.5755556,34.43637927
Low Income/Migrant Farmworker - MSSA 62/Tehachapi,60699906K9,HPSA Population,Dental Health,16,CA,Withdrawn,1/4/2008,7/2/2018,,Low Income Migrant Farmworker Population HPSA,15.8,,
Fort Bragg Rural Health Center,60699906RT,Rural Health Clinic,Dental Health,5,CA,Designated,9/13/2016,,Mendocino County,,,-123.8018756,39.43052055
Bartz-Altadonna Community Health Center,6069990607,Federally Qualified Health Center,Dental Health,16,CA,Designated,8/1/2011,,Los Angeles County,,,-118.14159,34.69524682
Low Income - North Inyo (MSSA 53 and 54),60699906D4,HPSA Population,Dental Health,0,CA,Withdrawn,9/29/2003,6/29/2012,,Low Income Population HPSA,,,
Wasco State Prison,7069990633,Correctional Facility,Mental Health,0,CA,Withdrawn,8/31/2000,6/29/2012,Kern County,,,-119.4026748,35.59384363
Share Our Selves (Sos),70699906D1,Federally Qualified Health Center,Mental Health,6,CA,Designated,6/1/2012,,Orange County,,,-117.9266913,33.63298389
Low Income - Willits (MSSA 91),6.07E+08,HPSA Population,Dental Health,0,CA,Withdrawn,6/17/2002,11/3/2011,,Low Income Population HPSA,,,
MSSA 151G Rialto Northeast/San Bernadino Northwest,60699906M8,Geographic HPSA,Dental Health,18,CA,Withdrawn,8/18/2008,6/27/2013,,Geographic Population,,,
Toiyabe Indian Health Project,7069990600,Federally Qualified Health Center,Mental Health,16,CA,Designated,6/21/2005,,Inyo County,,,-118.4183184,37.36216455
James Ooi MD,706999063H,Rural Health Clinic,Mental Health,19,CA,Designated,10/24/2003,,Tehama County,,,-122.1698835,39.92788453
Coalinga State Mental Hospital,70699906M1,State Mental Hospital,Mental Health,8,CA,Proposed For Withdrawal,6/9/2006,,Fresno County,,,-120.2182167,36.13731548
Western Sierra Medical Clinic,70699906V4,Federally Qualified Health Center,Mental Health,11,CA,Designated,10/31/2006,,Sierra County,,,-120.8295286,39.559056
Urban Community Action Projects,706999063A,Federally Qualified Health Center,Mental Health,19,CA,Designated,6/1/2012,,Riverside County,,,-117.3969408,33.9485745
Marin Community Clinic,70699906C3,Federally Qualified Health Center,Mental Health,15,CA,Designated,10/28/2003,,Marin County,,,-122.5014604,37.95669592
Mountain Health,7069990695,Federally Qualified Health Center,Mental Health,23,CA,Designated,10/21/2003,,San Diego County,,,-116.470601,32.650548
Beverly Medical Center II,706999061G,Rural Health Clinic,Mental Health,17,CA,Designated,8/28/2009,,Kern County,,,-118.1562114,34.86451049
Tuolumne Me-Wuk Indian Health Center,706999063P,Native American/Tribal Facility/Population,Mental Health,20,CA,Designated,10/26/2002,,Tuolumne County,,,-120.3500915,37.991175
Families Together of Orange County,70699906U6,Federally Qualified Health Center Look A Like,Mental Health,9,CA,Designated,12/16/2016,,Orange County,,,-117.8312535,33.74576949
California Correctional Institution,7068147015,Correctional Facility,Mental Health,21,CA,Designated,7/8/2016,,Kern County,,,-118.5741128,35.12586381
McFarland/Delano,606999060N,Geographic HPSA,Dental Health,0,CA,Withdrawn,9/4/1996,9/15/2000,,Geographic Population,25.7,,
MSSA 145.3/Lucerne Valley,7068705665,Geographic HPSA,Mental Health,12,CA,Designated,12/27/2012,,,Geographic Population,24.1,,
San Bernardino County Health Center,70699906H4,Federally Qualified Health Center,Mental Health,15,CA,Designated,10/26/2002,,San Bernardino County,,,-117.2873434,34.10573674
Mule Creek State Prison,70699906L9,Correctional Facility,Mental Health,0,CA,Withdrawn,6/2/2006,6/29/2012,Amador County,,,-120.9570094,38.36791313
Children's Clinic,70699906C5,Federally Qualified Health Center,Mental Health,9,CA,Designated,11/27/2003,,Los Angeles County,,,-118.1850631,33.80801292
Centro Medico Community Clinic Inc.,70699906X5,Federally Qualified Health Center Look A Like,Mental Health,0,CA,Designated,12/2/2002,,Riverside County,,,-117.5898684,33.87792134
California Institution for Women - Riverside,606999068L,Correctional Facility,Dental Health,0,CA,Withdrawn,5/2/2006,6/29/2012,Riverside County,,,-117.6071345,33.945594
Newhall,6069990603,Geographic HPSA,Dental Health,0,CA,Withdrawn,5/30/1979,3/19/1983,,Geographic Population,0,,
Adventist Health Community Care - Selma,70699906BY,Rural Health Clinic,Mental Health,16,CA,Designated,11/17/2016,,Fresno County,,,-119.5962103,36.56878551
The Saban Free Clinic,706999061S,Federally Qualified Health Center Look A Like,Mental Health,13,CA,Withdrawn,2/4/2011,,Los Angeles County,,,-118.3734,34.07607747
Adventist Health Community Care - Reedley Cypress,70699906CD,Rural Health Clinic,Mental Health,16,CA,Designated,11/17/2016,,Fresno County,,,-119.451713,36.60782747
Korean Community Services Inc.,70699906U7,Federally Qualified Health Center Look A Like,Mental Health,11,CA,Designated,12/16/2016,,Orange County,,,-118.011147,33.83737352
Community Health Clinic Ole,70699906M8,Federally Qualified Health Center,Mental Health,19,CA,Designated,12/1/2004,,Napa County,,,-122.2923256,38.32123173
Clinica Sierra Vista,7069990668,Federally Qualified Health Center,Mental Health,21,CA,Designated,10/20/2003,,Kern County,,,-119.0104998,35.39192383
Salinas Valley State Prison,7066932662,Correctional Facility,Mental Health,15,CA,Designated,7/6/2018,,Monterey County,,,-121.3851037,36.46746745
Roads Foundation Inc.,60699906U6,Federally Qualified Health Center,Dental Health,22,CA,Designated,2/10/2016,,Los Angeles County,,,-118.2079609,33.89479283
West Modesto,6069990604,Geographic HPSA,Dental Health,0,CA,Withdrawn,6/29/1979,3/26/1985,,Geographic Population,0,,
Low Income/Migrant Farmworker - MSSA 57.2/Taft,6062845922,HPSA Population,Dental Health,17,CA,Designated,9/4/1996,,,Low Income Migrant Farmworker Population HPSA,25.1,,
Low Income/Migrant Farmworker-MSSA 237/Santa Paula,6062063902,HPSA Population,Dental Health,4,CA,Designated,6/28/2002,,,Low Income Migrant Farmworker Population HPSA,19.2,,
Low Income - Hopland/Ukiah,6069990690,HPSA Population,Dental Health,0,CA,Withdrawn,8/4/1994,9/15/2000,,Low Income Population HPSA,14.3,,
Plumas Rural Health Center,70699906L6,Rural Health Clinic,Mental Health,0,CA,Designated,5/23/2006,,Plumas County,,,-120.9610784,39.94043191
MSSA 35B and D Clovis West/Fresno East,7068090536,High Needs Geographic HPSA,Mental Health,11,CA,Designated,12/5/2011,,,Geographic Population,30.9,,
USP-Atwater,7066457390,Correctional Facility,Mental Health,21,CA,Proposed For Withdrawal,11/17/2009,,Merced County,,,-120.55913,37.38297397
Tulare County,7063352046,High Needs Geographic HPSA,Mental Health,19,CA,Designated,8/2/2018,,,Geographic Population,28.2,,
MSSA 62/Tehachapi,6067417571,High Needs Geographic HPSA,Dental Health,8,CA,Designated,11/29/2017,,,Geographic Population,12.5,,
MSSA 202B (Fairfield),7.07E+15,Geographic HPSA,Mental Health,0,CA,Withdrawn,11/22/2003,11/3/2011,,Geographic Population,,,
Nevada County,7066034136,High Needs Geographic HPSA,Mental Health,14,CA,Designated,1/3/2008,,,Geographic Population,12.4,,
Low Income - MSSA 78.2L/Exposition Park/Leimert PA,6069052098,HPSA Population,Dental Health,16,CA,Designated,8/18/2011,,,Low Income Population HPSA,38.8,,
Miners Community Clinic,70699906T2,Federally Qualified Health Center Look A Like,Mental Health,0,CA,Designated,4/30/2007,,Nevada County,,,-121.0246814,39.25604087
Herman G. Stark Youth Correctional Facility,70699906W1,Correctional Facility,Mental Health,0,CA,Withdrawn,12/3/2007,6/29/2012,San Bernardino County,,,-117.650901,33.97800982
Adventist Health Community Care - Corcoran,70699906BO,Rural Health Clinic,Mental Health,17,CA,Designated,11/14/2016,,Kings County,,,-119.5628715,36.09974052
Adventist Health Community Care - Lemoore,70699906X1,Rural Health Clinic,Mental Health,17,CA,Designated,3/20/2007,,Kings County,,,-119.7695054,36.30070328
MSSA 77.1A-C 77.2 77.3 77.5/Lancaster/Palmdale,7064408852,High Needs Geographic HPSA,Mental Health,18,CA,Designated,7/20/2016,,,Geographic Population,21.6,,
St. John's Well Child and Family Center,70699906N6,Federally Qualified Health Center,Mental Health,19,CA,Designated,9/30/2003,,Los Angeles County,,,-118.2753747,34.02781441
Castroville/Marina (MSSA 108),60699906A5,Geographic HPSA,Dental Health,0,CA,Withdrawn,5/21/2003,2/25/2008,,Geographic Population,16.1,,
Sutter Coast Community Clinic,706999061C,Rural Health Clinic,Mental Health,20,CA,Designated,6/25/2009,,Del Norte County,,,-124.192894,41.77276906
Asian Americans for Community Involvemen,70699906X4,Federally Qualified Health Center,Mental Health,15,CA,Designated,11/5/2005,,Santa Clara County,,,-121.9319551,37.31614527
Quartz Valley Indian Reservation,60699906Q0,Native American/Tribal Facility/Population,Dental Health,19,CA,Designated,10/27/2002,,Siskiyou County,,,-122.9750955,41.60119381
Shasta Community Health Center,70699906A6,Federally Qualified Health Center,Mental Health,22,CA,Designated,10/23/2003,,Shasta County,,,-122.3856562,40.58342099
East Valley Community Health Center,7.07E+12,Federally Qualified Health Center,Mental Health,17,CA,Designated,11/10/2003,,Los Angeles County,,,-117.9252534,34.06745145
MSSA 149/Barstow,7069990641,Geographic HPSA,Mental Health,17,CA,Withdrawn,12/15/2011,6/26/2017,,Geographic Population,,,
MSSA 147/Crestline/Blue Jay,7068600955,Geographic HPSA,Mental Health,15,CA,Designated,11/29/2012,,,Geographic Population,16.4,,
Low Income - Castella (MSSA 187),60699906F1,HPSA Population,Dental Health,0,CA,Withdrawn,5/18/2005,8/12/2010,,Low Income Population HPSA,,,
Barton Memorial Hospital Community Clinic,60699906JK,Rural Health Clinic,Dental Health,19,CA,Designated,2/14/2017,,El Dorado County,,,-119.9975846,38.91228153
John C. Fremont Healthcare Clinic,706999063F,Rural Health Clinic,Mental Health,21,CA,Designated,5/29/2014,,Mariposa County,,,-119.9769819,37.50044548
Livingstone Community Development Corporation,70699906AZ,Federally Qualified Health Center Look A Like,Mental Health,4,CA,Designated,11/20/2017,,Orange County,,,-117.9927485,33.78296644
Yehowa Medical Services,70699906U8,Federally Qualified Health Center Look A Like,Mental Health,13,CA,Designated,12/16/2016,,Los Angeles County,,,-118.2932319,33.97463151
Harbor Community Clinic,70699906R9,Federally Qualified Health Center,Mental Health,17,CA,Designated,4/30/2007,,Los Angeles County,,,-118.2898125,33.73874948
Anderson Valley Health Center Inc.,606999069U,Federally Qualified Health Center,Dental Health,19,CA,Designated,4/30/2007,,Mendocino County,,,-123.3794225,39.0123557
Nhan Hoa Comprehensive Health Care Clinic Inc.,706999062T,Federally Qualified Health Center,Mental Health,14,CA,Designated,11/1/2013,,Orange County,,,-117.9966818,33.77386651
Venice Family Clinic,60699906GH,Federally Qualified Health Center,Dental Health,14,CA,Designated,9/3/2004,,Los Angeles County,,,-118.4718505,33.99921888
MSSA 126-Blythe,7064157539,High Needs Geographic HPSA,Mental Health,19,CA,Designated,12/27/2012,,,Geographic Population,24.2,,
Northern Valley Indian Health,60699906Q2,Native American/Tribal Facility/Population,Dental Health,16,CA,Designated,10/26/2002,,Glenn County,,,-122.1954166,39.52212274
Mendocino Community,70699906A4,Federally Qualified Health Center,Mental Health,18,CA,Designated,10/23/2003,,Mendocino County,,,-123.2111268,39.12780286
MSSA 188.2 Manton/Millville/Shingletown,60699906N2,High Needs Geographic HPSA,Dental Health,0,CA,Withdrawn,8/20/2008,5/29/2012,,Geographic Population,,,
Low Income - MSSA 32 (Reedley),606999061R,HPSA Population,Dental Health,0,CA,Withdrawn,3/29/2001,6/29/2012,,Low Income Population HPSA,,,
Mission Neighborhood Health Center,7069990675,Federally Qualified Health Center,Mental Health,16,CA,Designated,10/21/2003,,San Francisco County,,,-122.4163545,37.76475353
The Children's Clinic,60699906K1,Federally Qualified Health Center,Dental Health,10,CA,Designated,10/31/2006,,Los Angeles County,,,-118.1850631,33.80801292
Northern Valley Indian Health Inc. - Dental,60699906ZT,Native American/Tribal Facility/Population,Dental Health,16,CA,Designated,1/20/2011,,Tehama County,,,-122.2399572,40.19248631
Greenville Rancheria Tribal Health Program-Red Blu,706999062N,Federally Qualified Health Center,Mental Health,19,CA,Designated,11/1/2013,,Tehama County,,,-122.2237897,40.15057353
Low Income/Migrant Farmworker - MSSA 180.1 Santa Maria,7062407340,HPSA Population,Mental Health,17,CA,Designated,12/4/2015,,,Low Income Migrant Farmworker Population HPSA,17.6,,
Anderson Valley Health Center Inc.,70699906PK,Federally Qualified Health Center,Mental Health,21,CA,Designated,8/1/2011,,Mendocino County,,,-123.3794225,39.0123557
Monterey County Health Department,70699906R2,Federally Qualified Health Center Look A Like,Mental Health,0,CA,Designated,4/30/2007,,Monterey County,,,-121.6359086,36.67376941
Darin Camarena Health Center,70699906B9,Federally Qualified Health Center,Mental Health,19,CA,Designated,10/28/2003,,Madera County,,,-120.0557161,36.96283283
Westside Family Health Center,70699906U1,Federally Qualified Health Center,Mental Health,0,CA,Designated,4/30/2007,,Los Angeles County,,,-118.4729201,34.00897402
Health Access for All Inc.,70699906L8,Federally Qualified Health Center Look A Like,Mental Health,10,CA,Designated,12/19/2018,,Los Angeles County,,,-118.2751516,34.05573783
Bienvenidos Community Health Center,706999060O,Federally Qualified Health Center,Mental Health,19,CA,Designated,1/11/2013,,Los Angeles County,,,-118.1554032,34.02681032
California State Prison - Solano,7069990631,Correctional Facility,Mental Health,3,CA,Proposed For Withdrawal,8/31/2000,,Solano County,,,-121.9705146,38.32340085
Adventist Health Community Care - Riverdale,70699906BW,Rural Health Clinic,Mental Health,16,CA,Designated,11/17/2016,,Fresno County,,,-119.8620944,36.43076849
Saint Anthony Medical,70699906T6,Federally Qualified Health Center Look A Like,Mental Health,0,CA,Designated,4/30/2007,,Los Angeles County,,,-118.3292815,34.10153395
North County Health Project Inc.,70699906G1,Federally Qualified Health Center,Mental Health,17,CA,Designated,10/28/2003,,San Diego County,,,-117.1560417,33.1404913
Pomona Community Health Center,706999062U,Federally Qualified Health Center,Mental Health,15,CA,Designated,11/1/2013,,Los Angeles County,,,-117.7215694,34.06298451
MSSA 36.136.237-Glenn County,7066155508,Geographic HPSA,Mental Health,19,CA,Designated,9/16/1986,,,Geographic Population,19.9,,
Imperial County,7068464628,High Needs Geographic HPSA,Mental Health,12,CA,Designated,8/19/1986,,,Geographic Population,23.4,,
West Sierra (MSSA 192),606999060U,Geographic HPSA,Dental Health,0,CA,Withdrawn,3/17/1999,3/30/2010,,Geographic Population,,,
MSSA 73/100 - Bieber/Adin,6065198194,Geographic HPSA,Dental Health,13,CA,Designated,4/28/2006,,,Geographic Population,16.2,,
Lifelong Medical Care,70699906A9,Federally Qualified Health Center,Mental Health,18,CA,Designated,10/23/2003,,Alameda County,,,-122.286374,37.865634
Adventist Health Community Care - Coalinga,70699906ZX,Rural Health Clinic,Mental Health,20,CA,Designated,2/16/2011,,Fresno County,,,-120.3582559,36.13852267
Stockton South and Southeast (MSSA 169B),60699906IV,Geographic HPSA,Dental Health,0,CA,Withdrawn,2/25/2002,6/29/2012,,Geographic Population,,,
Chapa-De Indian Health Program-Grass Valley,70699906AE,Native American/Tribal Facility/Population,Mental Health,20,CA,Designated,5/15/2012,,Nevada County,,,-121.0464763,39.23179947
Low Income - MSSAs 70.1 70.2 and 71.1 (North Lake),60699906P6,HPSA Population,Dental Health,0,CA,Withdrawn,1/30/2004,6/29/2012,,Low Income Population HPSA,,,
Low Income - Trinity/Klamath,6069990697,HPSA Population,Dental Health,0,CA,Withdrawn,3/9/1995,12/12/2006,,Low Income Population HPSA,27.6,,
Arvin-Lamont(MSSA 61),6069990679,Geographic HPSA,Dental Health,0,CA,Withdrawn,7/27/1993,8/29/2006,,Geographic Population,44.5,,
Avenal Community Health Center,70699906Z1,Federally Qualified Health Center,Mental Health,22,CA,Designated,9/1/2007,,Kings County,,,-120.1217885,36.00780761
MSSAs 145.1A and 145.1B/Hesperia West/Hesperia East,7065163918,High Needs Geographic HPSA,Mental Health,16,CA,Designated,4/26/2017,,,Geographic Population,22.5,,
Low Income/Migrant Farmworker - MSSA 238/Ojai,60699906R6,HPSA Population,Dental Health,10,CA,Withdrawn,4/24/2012,7/2/2018,,Low Income Migrant Farmworker Population HPSA,14.5,,
Low Income - Mariposa (MSSA 85),606999066B,HPSA Population,Dental Health,0,CA,Withdrawn,10/26/2001,11/3/2011,,Low Income Population HPSA,,,
Low Income/Migrant Farmworker - McFarland/Delano (,606999061K,HPSA Population,Dental Health,0,CA,Withdrawn,9/15/2000,6/29/2012,,Low Income Migrant Farmworker Population HPSA,,,
Low Income - MSSA 161C/Golden Hill/Logan Heights,7069990645,HPSA Population,Mental Health,0,CA,Withdrawn,9/10/2001,8/29/2011,,Low Income Population HPSA,,,
Peach Tree Healthcare,70699906V0,Federally Qualified Health Center,Mental Health,19,CA,Designated,12/6/2018,,Yuba County,,,-121.5658062,39.11953743
Santa Clara Valley Health and Hospital,70699906P1,Federally Qualified Health Center,Mental Health,14,CA,Designated,9/30/2003,,Santa Clara County,,,-121.9378099,37.31105547
North Kern State Prison,7069990636,Correctional Facility,Mental Health,0,CA,Withdrawn,8/31/2000,6/29/2012,Kern County,,,-119.3103451,35.77576168
Garberville/Redway (MSSA 44),7069990656,Geographic HPSA,Mental Health,0,CA,Withdrawn,8/22/2002,4/27/2007,,Geographic Population,22.1,,
Comprehensive Community Health Centers Inc.,70699906R6,Federally Qualified Health Center,Mental Health,17,CA,Designated,4/30/2007,,Los Angeles County,,,-118.2396237,34.136586
Central Valley Indian Health Inc.,70699906JJ,Native American/Tribal Facility/Population,Mental Health,21,CA,Designated,7/18/2011,,Fresno County,,,-119.7044783,36.83063747
Pleasant Valley State Prison,7069990637,Correctional Facility,Mental Health,0,CA,Withdrawn,8/31/2000,6/29/2012,Fresno County,,,-120.2411289,36.13715807
MSSA 145.1A/Hesperia West and MSSA 145.1B/Apple Vall,706999060S,Geographic HPSA,Mental Health,16,CA,Withdrawn,4/2/2013,6/26/2017,,Geographic Population,,,
MSSA 67/Avenal,6068570690,High Needs Geographic HPSA,Dental Health,20,CA,Designated,10/27/2017,,,Geographic Population,40.6,,
Colusa County,7062564878,High Needs Geographic HPSA,Mental Health,14,CA,Designated,6/25/2007,,,Geographic Population,14.4,,
Eastern Plumas Health Care-Loyalton Medical Clinic,706999063J,Rural Health Clinic,Mental Health,12,CA,Designated,1/28/2014,,Sierra County,,,-120.2440156,39.67862787
Medicaid Arvin-Lamont,6069990682,HPSA Population,Dental Health,0,CA,Withdrawn,10/26/1993,3/30/1998,,Medicaid Eligible Population HPSA,50,,
Mad River/Ruth/Zenia (MSSA 226),6069990676,High Needs Geographic HPSA,Dental Health,0,CA,Withdrawn,7/27/1993,1/3/2012,,Geographic Population,,,
Low Income/Migrant Farmworker - Northern Ventura,6069990684,HPSA Population,Dental Health,0,CA,Withdrawn,7/7/1994,9/15/2000,,Low Income Migrant Farmworker Population HPSA,13.6,,
Low Income - Del Norte County (MSSA 19),6069990655,HPSA Population,Dental Health,0,CA,Withdrawn,5/13/1992,5/18/2006,,Low Income Population HPSA,18.7,,
"""Dignity Health Solano Street Medical Clinic""",60699906YS,Rural Health Clinic,Dental Health,13,CA,Designated,12/27/2018,,Tehama County,,,-122.1958437,39.92807149
Low Income-Migrant Farmworker/MSSA 30/Caruthers/Raisin City,7068205011,HPSA Population,Mental Health,17,CA,Designated,7/18/2011,,,Low Income Migrant Farmworker Population HPSA,30.2,,
The Saban Free Clinic,60699906R2,Federally Qualified Health Center Look A Like,Dental Health,15,CA,Withdrawn,2/4/2011,,Los Angeles County,,,-118.3734,34.07607747
California Institution for Women,70699906Q3,Correctional Facility,Mental Health,0,CA,Withdrawn,4/27/2007,6/29/2012,Riverside County,,,-117.6071345,33.945594
Adventist Health Community Care - Shafter,70699906A0,Rural Health Clinic,Mental Health,17,CA,Designated,10/26/2017,,Kern County,,,-119.2763217,35.50255586
Low Income/Migrant Seasonal Farmworkers - Arvin/LA,606999064Z,HPSA Population,Dental Health,0,CA,Withdrawn,8/29/2006,6/29/2012,,Low Income Migrant Seasonal Worker Population HPSA,,,
Community Health Systems Inc.,70699906C1,Federally Qualified Health Center,Mental Health,18,CA,Designated,10/28/2003,,Riverside County,,,-117.4598407,33.94639139
Quechan Tribal Council,706999062X,Native American/Tribal Facility/Population,Mental Health,19,CA,Designated,10/26/2002,,Imperial County,,,-114.6155212,32.74552475
Adventist Health Community Care - Taft,70699906BG,Rural Health Clinic,Mental Health,15,CA,Designated,11/1/2016,,Kern County,,,-119.4590791,35.14436775
Omni Family Health,7069990697,Federally Qualified Health Center,Mental Health,21,CA,Designated,10/21/2003,,Kern County,,,-119.2771724,35.50325794
De Anza Clinic,606999069D,Rural Health Clinic,Dental Health,14,CA,Designated,7/9/2014,,Imperial County,,,-115.4907709,32.67817199
Southern Trinity Health Services,70699906L3,Federally Qualified Health Center,Mental Health,19,CA,Designated,9/30/2005,,Trinity County,,,-123.53217,40.46359468
MSSA 219/Paskenta,6065027635,High Needs Geographic HPSA,Dental Health,19,CA,Designated,5/26/2010,,,Geographic Population,26.9,,
MSSA 26/San Joaquin - Tranquility,6061407277,High Needs Geographic HPSA,Dental Health,23,CA,Designated,3/7/1995,,,Geographic Population,45.4,,
American Indian Health and Services Corporation,60699906ZC,Native American/Tribal Facility/Population,Dental Health,17,CA,Designated,9/22/2009,,Santa Barbara County,,,-119.761264,34.44046452
Low Income - MSSA 233 and 227.2/Visalia/Orosi,60699906P1,HPSA Population,Dental Health,12,CA,Withdrawn,2/20/2009,6/27/2013,,Low Income Population HPSA,,,
Korean Community Services Inc.,60699906RQ,Federally Qualified Health Center Look A Like,Dental Health,11,CA,Designated,12/16/2016,,Orange County,,,-118.011147,33.83737352
